Notes,State,State Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Washington,53,2020,2020,7693612
Total,Washington,53,,,195854223
,West Virginia,54,1990,1990,1792548
,West Virginia,54,1991,1991,1798735
,West Virginia,54,1992,1992,1806451
,West Virginia,54,1993,1993,1817539
,West Virginia,54,1994,1994,1820421
,West Virginia,54,1995,1995,1823700
,West Virginia,54,1996,1996,1822808
,West Virginia,54,1997,1997,1819113
,West Virginia,54,1998,1998,1815609
,West Virginia,54,1999,1999,1811799
,West Virginia,54,2000,2000,1807021
,West Virginia,54,2001,2001,1801481
,West Virginia,54,2002,2002,1805414
,West Virginia,54,2003,2003,1812295
,West Virginia,54,2004,2004,1816438
,West Virginia,54,2005,2005,1820492
,West Virginia,54,2006,2006,1827912
,West Virginia,54,2007,2007,1834052
,West Virginia,54,2008,2008,1840310
,West Virginia,54,2009,2009,1847775
,West Virginia,54,2010,2010,1854265
,West Virginia,54,2011,2011,1856606
,West Virginia,54,2012,2012,1857446
,West Virginia,54,2013,2013,1854768
,West Virginia,54,2014,2014,1850569
,West Virginia,54,2015,2015,1843332
,West Virginia,54,2016,2016,1832435
,West Virginia,54,2017,2017,1818683
,West Virginia,54,2018,2018,1805953
,West Virginia,54,2019,2019,1795263
,West Virginia,54,2020,2020,1784787
Total,West Virginia,54,,,56496020
,Wisconsin,55,1990,1990,4904562
,Wisconsin,55,1991,1991,4964343
,Wisconsin,55,1992,1992,5025398
,Wisconsin,55,1993,1993,5084889
,Wisconsin,55,1994,1994,5133678
,Wisconsin,55,1995,1995,5184836
,Wisconsin,55,1996,1996,5229986
,Wisconsin,55,1997,1997,5266213
,Wisconsin,55,1998,1998,5297672
,Wisconsin,55,1999,1999,5332666
,Wisconsin,55,2000,2000,5373999
,Wisconsin,55,2001,2001,5406835
,Wisconsin,55,2002,2002,5445162
,Wisconsin,55,2003,2003,5479203
,Wisconsin,55,2004,2004,5514026
,Wisconsin,55,2005,2005,5546166
,Wisconsin,55,2006,2006,5577655
,Wisconsin,55,2007,2007,5610775
,Wisconsin,55,2008,2008,5640996
,Wisconsin,55,2009,2009,5669264
,Wisconsin,55,2010,2010,5690538
,Wisconsin,55,2011,2011,5705840
,Wisconsin,55,2012,2012,5720825
,Wisconsin,55,2013,2013,5738012
,Wisconsin,55,2014,2014,5753199
,Wisconsin,55,2015,2015,5762927
,Wisconsin,55,2016,2016,5775170
,Wisconsin,55,2017,2017,5793147
,Wisconsin,55,2018,2018,5809319
,Wisconsin,55,2019,2019,5824581
,Wisconsin,55,2020,2020,5832655
Total,Wisconsin,55,,,170094537
,Wyoming,56,1990,1990,453690
,Wyoming,56,1991,1991,459260
,Wyoming,56,1992,1992,466251
,Wyoming,56,1993,1993,473081
,Wyoming,56,1994,1994,480283
,Wyoming,56,1995,1995,485160
,Wyoming,56,1996,1996,488167
,Wyoming,56,1997,1997,489451
,Wyoming,56,1998,1998,490787
,Wyoming,56,1999,1999,491780
,Wyoming,56,2000,2000,494300
,Wyoming,56,2001,2001,494657
,Wyoming,56,2002,2002,500017
,Wyoming,56,2003,2003,503453
,Wyoming,56,2004,2004,509106
,Wyoming,56,2005,2005,514157
,Wyoming,56,2006,2006,522667
,Wyoming,56,2007,2007,534876
,Wyoming,56,2008,2008,546043
,Wyoming,56,2009,2009,559851
,Wyoming,56,2010,2010,564531
,Wyoming,56,2011,2011,567491
,Wyoming,56,2012,2012,576656
,Wyoming,56,2013,2013,582620
,Wyoming,56,2014,2014,583159
,Wyoming,56,2015,2015,586389
,Wyoming,56,2016,2016,585243
,Wyoming,56,2017,2017,579994
,Wyoming,56,2018,2018,579054
,Wyoming,56,2019,2019,580116
,Wyoming,56,2020,2020,582328
Total,Wyoming,56,,,16324618
Total,,,,,9111858979
---,,,,,
Dataset: Bridged-Race Population Estimates 1990-2020,,,,,
Query Parameters:,,,,,
Group By: State; Yearly July 1st Estimates,,,,,
Show Totals: True,,,,,
Show Zero Values: False,,,,,
Data Table: Default,,,,,
---,,,,,
Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information.,,,,,
---,,,,,
"Query Date: Aug 20, 2022 1:22:42 PM",,,,,
---,,,,,
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention",,,,,
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident",,,,,
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal",,,,,
population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released,,,,,
by NCHS on 10/26/2012); and bridged-race Vintage 2020 (2010-2020) postcensal population estimates (released by NCHS on,,,,,
"9/22/2021). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2020.html on Aug 20, 2022",,,,,
1:22:42 PM,,,,,
---,,,,,
Footnotes:,,,,,
1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for,,,,,
2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2020 are,,,,,
bridged-race Vintage 2020 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census,,,,,
Bureau in collaboration with NCHS.,,,,,
---,,,,,
Caveats:,,,,,
